region,gender,age,education,race,uscitizen,maritalstatus,religion,religionattend,partyid,income,politics,hhsize,employstatus,extraversion,pextraversion,agreeableness,pagreeableness,conscientiousness,pconscientiousness,openness,popenness,neuroticism,pneuroticism,needforcognition,pneedforcognition,agency,pagency,communion,pcommunion,minimalism,pminimalism,bes,pbes,green,pgreen,crt2,pcrt2,fluid,pfluid,crystallized,pcrystallized,syllogism,psyllogism,actual,pactual,overconfidence,poverconfidence,overplacement,poverplacement,ultimatum_sender,pultimatum_sender,ultimatum_accepted,pultimatum_accepted,mentalaccounting,pmentalaccounting,socialdesirability,psocialdesirability,conscientiousness_w2,pconscientiousness_w2,anxiety,panxiety,hi,phi,hc,phc,vi,pvi,vc,pvc,finliteracy,pfinliteracy,numeracy,pnumeracy,deductive,pdeductive,forwardflow,pforwardflow,discount,pdiscount,presentbias,ppresentbias,riskaversion,priskaversion,lossaversion,plossaversion,trustgame_sender,ptrustgame_sender,trustgame_receiver,ptrustgame_receiver,rfs,prfs,sttw,psttw,depression,pdepression,cnfu,pcnfu,selfmonitor,pselfmonitor,scc,pscc,needforclosure,pneedforclosure,maximization,pmaximization,wason,pwason,dictator_sender,pdictator_sender
South,Male,30-49,Postgraduate,White,Yes,Married,Protestant,Once a week,Democrat,"$100,000 or more",Liberal,4,Full-time employment,2.375,33,3.667,38,2.778,9,3.3,26,2.75,56,2.833,24,5,57,5,5,3.417,48,3.65,35,4,68,2,59,3,88,8,82,10,92,23,90,12,50,15,96,60,93,83.333,70,75,70,0,13,6,36,0,12,4.25,52,4,60,3.5,81,3.5,40,7,100,7,80,4,100,0.859,84,0,40,0,52,0.022,39,3.641,99,60,77,0,7,5,60,16,75,11,61,3,72,2.769,52,3.417,42,3.333,37,3.333,64,2,65,40,81
South,Male,50-64,Postgraduate,White,Yes,Married,Muslim,Once a week,Republican,"$100,000 or more",Conservative,4,Full-time employment,3.625,79,4.889,95,4.889,92,3.6,41,1.25,9,3.722,64,7.75,96,8.667,96,4.333,88,3.8,44,5,100,3,88,0,26,5,37,6,49,14,35,-2,5,-6,13,40,65,83.333,70,50,32,10,88,8,100,0,12,5,100,3.5,32,2.5,45,4,64,7,100,8,100,4,100,0.824,52,0,40,0.017,58,0.05,43,None,None,100,100,30,20,5.4,81,18,86,0,9,2.667,61,3.077,76,4.333,72,4.333,92,4.167,95,2,65,40,81
Midwest,Male,50-64,Associate's degree,White,Yes,Married,Protestant,Once a week,Democrat,"$75,000-$100,000",Liberal,2,Self-employed,1.375,7,4.667,87,4.222,62,3.4,31,1.75,21,2.111,9,2.917,4,7.75,77,4.5,92,4.15,67,4,68,3,88,3,88,3,17,7,61,16,49,0,7,1,43,40,65,83.333,70,100,100,9,81,7,53,1,19,3.75,25,3.75,45,1.5,11,4,64,7,100,8,100,4,100,0.85,77,0,40,0,52,0.444,88,0.25,4,40,61,45,66,4.1,11,6,5,0,9,1.333,13,2.462,27,4.917,93,3.6,54,1.833,2,2,65,40,81
West,Male,30-49,Associate's degree,Hispanic,Yes,Living with a partner,Nothing in particular,Never,Independent,"$75,000-$100,000",Moderate,3,Part-time employment,4.125,92,4,56,2.667,7,4.8,97,1.875,25,4.611,95,5.083,59,7,51,4.833,98,3.55,29,3.667,52,3,88,4,100,9,100,9,82,25,97,16,73,3,55,40,65,100,100,50,32,1,18,7,53,0,12,4,40,4,60,3.5,81,3.75,50,6,91,7,80,4,100,0.841,69,0,40,0,52,0.133,60,1.42,86,40,61,55,89,4.7,41,17,80,13,67,2.417,50,3.154,82,3.583,47,2.667,11,4.167,95,2,65,60,97
West,Male,18-29,College graduate/some postgrad,White,Yes,Never been married,Agnostic,Never,Independent,"Less than $30,000",Liberal,1,Unemployed,2.5,37,3.889,49,3.667,37,3.4,31,3,64,3.722,64,4,27,5.333,8,2.583,16,3.45,23,3,31,1,38,1,55,4,27,9,82,15,42,13,56,0,41,40,65,100,100,75,70,6,58,5,26,3,32,3,7,4,60,2.75,55,3.5,40,6,91,8,100,4,100,0.844,71,0,40,0,52,-0.533,1,None,None,100,100,38,39,5,60,21,97,3,27,2.083,38,2.308,17,4.167,66,3.467,46,2.167,7,2,65,40,81
South,Male,50-64,"Some college, no degree",White,Yes,Divorced,Roman Catholic,Never,Republican,"$30,000-$50,000",Conservative,1,Part-time employment,1.375,7,3.333,22,3,15,3.1,18,3.625,79,2.556,17,6.5,86,7.5,68,3.833,68,3.65,35,2,11,0,12,1,55,6,49,5,32,12,23,18,82,0,41,100,100,16.667,1,50,32,5,48,2,8,22,89,4.75,82,3,14,4,93,3.25,29,5,57,4,33,4,100,0.831,59,0,40,0,52,0.1,54,0.936,62,20,25,38,39,5.5,84,8,18,28,92,2.917,69,3.385,93,2.167,10,4.067,82,3.167,55,3,96,0,11
South,Female,65+,"Some college, no degree",Black,Yes,Divorced,Other,Never,Republican,"Less than $30,000",Moderate,2,Part-time employment,3.5,75,4.778,92,4.444,72,4.5,87,2.125,32,3.167,38,6.333,84,9,100,5,100,4,58,4.333,81,1,38,0,26,7,64,5,32,13,29,22,93,20,99,40,65,100,100,50,32,13,100,7,53,0,12,5,100,4.5,83,2,25,4.5,84,6,91,8,100,4,100,0.807,36,0,40,0,52,-0.422,1,None,None,20,25,35,32,4.6,35,10,39,6,41,3.167,78,3.154,82,4,61,3.667,59,3.833,87,4,100,40,81
South,Male,50-64,High school graduate,White,Yes,Married,Protestant,Seldom,Republican,"$75,000-$100,000",Conservative,3,Self-employed,2.25,30,4.556,84,5,100,4.9,99,1,4,4.167,83,4,27,7.667,74,2.333,11,3.7,38,3,31,3,88,4,100,9,100,10,92,26,99,8,27,4,60,20,10,83.333,70,100,100,0,13,8,100,0,12,4.75,82,4.5,83,2.25,35,4.75,93,4,31,7,80,3,15,0.87,90,None,None,None,None,None,None,None,None,0,13,0,7,5.2,71,9,29,0,9,1.417,16,2.769,52,4.917,93,3.733,63,3.167,55,3,96,0,11
West,Female,30-49,High school graduate,White,Yes,Never been married,Other,Seldom,Democrat,"Less than $30,000",Liberal,1,Unemployed,2.375,33,4,56,2.667,7,3.2,22,2.75,56,3.278,43,3.667,17,6.25,26,3.417,48,3.9,51,3,31,3,88,4,100,9,100,8,71,24,94,11,43,0,41,60,93,83.333,70,75,70,5,48,2,8,8,56,4.75,82,3.25,22,2.5,45,2.5,11,6,91,7,80,4,100,0.837,65,6.316,54,0.033,62,0.067,50,None,None,20,25,33,29,4,9,8,18,20,83,2.083,38,2.538,33,3.833,55,3.2,30,3.5,73,2,65,40,81
South,Female,50-64,College graduate/some postgrad,White,Yes,Never been married,Roman Catholic,A few times a year,Democrat,"$50,000-$75,000",Liberal,2,Part-time employment,3.125,62,4.333,73,3,15,4.1,69,4.25,94,4.389,89,4,27,7.417,65,4.25,86,4.35,78,3.167,35,3,88,0,26,9,100,9,82,21,80,14,62,10,90,60,93,83.333,70,50,32,3,31,5,26,12,70,4.75,82,4,60,3.5,81,4,64,3,15,4,33,4,100,0.827,55,0,40,0.122,84,0.189,68,1.681,91,40,61,38,39,5.6,87,11,48,12,64,3.333,83,3,70,3.333,40,3.733,63,4,92,2,65,40,81
Northeast,Male,30-49,College graduate/some postgrad,Hispanic,Yes,Never been married,Atheist,Never,Independent,"$75,000-$100,000",Moderate,1,Unemployed,2.25,30,4.667,87,2.667,7,2.9,12,4.75,99,3.167,38,4.667,47,6.75,41,3.5,52,3.95,55,1.833,9,0,12,0,26,2,10,7,61,9,8,-7,1,-3,26,60,93,83.333,70,75,70,5,48,1,4,16,79,3.75,25,4,60,4,93,3,22,5,57,2,11,4,100,0.832,60,-0.666,1,0.097,80,0.494,90,None,None,60,77,63,94,5.2,71,19,90,29,93,1.5,18,2.923,64,4.5,79,4.267,89,2.333,12,3,96,40,81
South,Female,30-49,Postgraduate,White,Yes,Married,Roman Catholic,Once a week,Republican,"$100,000 or more",Conservative,3,Full-time employment,4.125,92,4.222,68,4.889,92,4.6,92,1.5,15,5,100,5.167,61,6.75,41,4.417,91,4.55,88,4.333,81,4,100,2,71,5,37,8,71,19,69,11,43,9,85,40,65,100,100,75,70,2,23,8,100,3,32,5,100,5,100,2.5,45,4.5,84,4,31,6,61,4,100,0.835,63,14.051,56,0.105,81,-0.178,10,None,None,40,61,45,66,5.2,71,9,29,0,9,4.667,99,3.154,82,5,100,3.733,63,2.5,18,2,65,40,81
South,Male,30-49,"Some college, no degree",White,Yes,Married,Atheist,Never,Independent,"$50,000-$75,000",Liberal,2,Unemployed,1.375,7,3.667,38,2.889,12,3.6,41,3.375,74,3.778,66,4.083,30,7.5,68,3.333,45,4,58,3.667,52,1,38,2,71,7,64,5,32,15,42,20,89,25,100,80,94,83.333,70,75,70,0,13,2,8,7,52,4.75,82,3.75,45,1.75,17,4,64,3,15,5,47,4,100,0.861,85,None,None,None,None,None,None,None,None,60,77,62,94,4.4,24,21,97,28,92,3,72,2.308,17,2.5,17,3.2,30,2.167,7,2,65,60,97
West,Female,65+,"Some college, no degree",White,Yes,Separated,Nothing in particular,Never,Democrat,"$30,000-$50,000",Liberal,1,Retired,3.5,75,4.778,92,3.556,32,1.7,1,1.625,18,1.944,6,2.917,4,7,51,3.583,56,3.8,44,1.167,3,1,38,2,71,6,49,9,82,18,63,18,82,-2,29,60,93,100,100,50,32,8,74,6,36,5,42,4.25,52,4,60,1.75,17,3,22,6,91,4,33,4,100,0.809,37,4.912,52,0.012,55,0.117,56,None,None,60,77,66,95,3.9,7,12,57,17,77,2.167,41,2.769,52,4.5,79,3.133,26,3.5,73,2,65,40,81
South,Female,50-64,"Some college, no degree",Black,Yes,Never been married,Protestant,Never,Democrat,"Less than $30,000",Conservative,1,Retired,1.75,15,3.111,14,4.333,67,3.9,59,3.625,79,2.944,27,3.917,24,6.833,45,2.333,11,3.9,51,3.667,52,2,59,1,55,5,37,3,3,11,17,3,11,-6,13,60,93,33.333,4,50,32,6,58,5,26,5,42,4,40,3,14,2,25,3,22,5,57,2,11,4,100,0.891,97,-0.971,1,0,52,0.356,84,None,None,40,61,41,43,4.5,29,19,90,13,67,3.583,89,2.923,64,3.583,47,3.533,50,3.5,73,2,65,40,81
South,Male,50-64,Postgraduate,White,Yes,Married,Protestant,Once or twice a month,Democrat,"$100,000 or more",Very liberal,3,Part-time employment,2,22,4.667,87,5,100,3.9,59,1.125,7,4.278,86,3.083,6,8.667,96,4.167,82,4.5,86,4.667,90,4,100,1,55,2,10,4,11,11,17,19,87,-5,21,60,93,66.667,33,75,70,13,100,8,100,3,32,1.5,0,4.75,91,2,25,4.5,84,6,91,8,100,3,15,0.812,41,0,40,0.097,80,-0.044,23,None,None,40,61,45,66,5.7,90,7,10,1,15,1.667,23,3.077,76,4.583,83,4.533,96,1.5,1,2,65,40,81
West,Female,30-49,College graduate/some postgrad,White,Yes,Never been married,Atheist,Never,Democrat,"$100,000 or more",Liberal,4,Self-employed,3,57,2.889,9,3.889,47,4.3,78,4.625,98,2.722,20,5.5,70,6.25,26,2.167,7,4.8,97,3.167,35,2,59,1,55,9,100,5,32,17,56,18,82,7,79,60,93,66.667,33,50,32,2,23,6,36,16,79,4,40,4.25,72,2.75,55,1.5,2,7,100,8,100,4,100,0.807,35,0,40,0,52,0.611,100,None,None,40,61,43,48,5,60,24,100,36,97,2.583,57,3.231,87,4.167,66,3.067,24,2.167,7,2,65,40,81
Midwest,Male,18-29,"Some college, no degree",White,Yes,Never been married,Atheist,Never,Democrat,"$75,000-$100,000",Very liberal,3,Self-employed,2.375,33,3.778,44,4.556,77,4.3,78,1.5,15,3.278,43,4.083,30,6.25,26,3.75,64,4.4,80,3.333,40,3,88,1,55,7,64,5,32,16,49,14,62,6,76,60,93,100,100,100,100,8,74,7,53,2,25,4,40,4.75,91,2.75,55,2.5,11,5,57,7,80,4,100,0.803,33,9.535,55,0.097,80,-0.089,17,None,None,60,77,55,89,3.3,1,9,29,2,21,1.25,11,2.769,52,4.333,72,3,21,2.5,18,2,65,60,97
Northeast,Female,50-64,College graduate/some postgrad,White,Yes,Never been married,Nothing in particular,Never,Democrat,"$50,000-$75,000",Liberal,1,Retired,2.5,37,4,56,4.778,87,3.4,31,1.5,15,4.333,88,3.667,17,6.75,41,4.75,97,3.6,32,4.833,93,3,88,0,26,7,64,9,82,19,69,7,23,0,41,40,65,100,100,100,100,6,58,8,100,0,12,5,100,3.5,32,1.75,17,2.5,11,6,91,6,61,4,100,0.868,89,4.826,52,-0.033,12,-0.067,19,None,None,40,61,45,66,5.1,65,10,39,0,9,2.583,57,2.692,46,5,100,4.067,82,3,45,2,65,40,81
West,Female,50-64,Postgraduate,White,Yes,Married,Protestant,Once a week,Republican,"$100,000 or more",Conservative,3,Full-time employment,3.125,62,4.333,73,4.889,92,4.3,78,1,4,4.056,79,5.167,61,8.083,86,3.25,41,3.05,10,4.833,93,4,100,1,55,9,100,11,100,25,97,10,38,10,90,60,93,66.667,33,50,32,4,39,6,36,11,67,2,1,2.5,5,2,25,4,64,5,57,1,4,3,15,0.804,33,1501199877031962.75,97,0.042,66,0.578,94,None,None,20,25,38,39,3.4,1,17,80,9,54,2.25,43,2.385,22,3,31,2.867,16,3.667,81,3,96,40,81
West,Male,50-64,College graduate/some postgrad,White,Yes,Married,Protestant,Once a week,Republican,"$100,000 or more",Conservative,4,Self-employed,4,90,3.556,32,4,53,3.9,59,3,64,3.333,46,4.583,44,5.917,18,2.75,21,3.65,35,2.167,14,1,38,3,88,9,100,6,49,19,69,19,87,3,55,20,10,83.333,70,75,70,3,31,6,36,6,47,4.5,67,3.5,32,3.5,81,4,64,6,91,7,80,4,100,0.8,30,0,40,0,52,0.244,74,0.542,23,40,61,31,22,5,60,7,10,10,57,1.5,18,2.538,33,1.917,5,3.6,54,3.167,55,2,65,20,18
South,Male,30-49,Postgraduate,White,Yes,Never been married,Buddhist,Never,Independent,"$50,000-$75,000",Moderate,1,Full-time employment,1.375,7,3.556,32,3,15,2,2,2.5,47,3.278,43,3,5,7.333,62,4.833,98,1.95,0,3,31,4,100,4,100,8,82,8,71,24,94,-4,3,5,72,60,93,100,100,100,100,9,81,7,53,4,38,5,100,3.75,45,1,3,4.75,93,6,91,7,80,4,100,0.835,63,0,40,0,52,0.333,82,None,None,60,77,55,89,4,9,11,48,20,83,2.083,38,2.538,33,3.667,50,4.267,89,3,45,2,65,60,97
West,Female,50-64,Postgraduate,White,Yes,Married,Roman Catholic,Once a week,Republican,"$50,000-$75,000",Conservative,3,Part-time employment,3.125,62,3.444,27,3,15,3.4,31,2.875,60,3,30,7.833,97,8.5,93,4,77,3.25,15,3.667,52,1,38,0,26,3,17,6,49,10,12,0,7,-11,5,60,93,33.333,4,25,9,5,48,7,53,24,91,4,40,4,60,4,93,4,64,6,91,8,100,4,100,0.849,76,551.468,72,0.362,98,0.344,83,None,None,0,13,24,13,5.1,65,18,86,2,21,2.5,54,2.846,58,4.417,76,4,79,3.167,55,3,96,20,18
West,Male,50-64,Postgraduate,Asian,Yes,Never been married,Nothing in particular,Never,Republican,"$100,000 or more",Conservative,1,Full-time employment,1.125,3,1.889,1,1.222,0,2.9,12,4.25,94,2.833,24,5.5,70,5.417,10,3.083,33,3.2,13,2.5,20,2,59,0,26,9,100,4,11,15,42,1,8,6,76,100,100,83.333,70,75,70,0,13,1,4,9,60,4.75,82,2.5,5,4.25,97,4.5,84,6,91,5,47,4,100,0.795,27,0,40,0,52,0.611,100,None,None,40,61,67,97,4.9,53,8,18,26,90,1.167,8,2.231,14,2.167,10,4.733,99,3.667,81,2,65,40,81
Northeast,Male,30-49,High school graduate,White,Yes,Never been married,Nothing in particular,Seldom,Independent,"$30,000-$50,000",Moderate,1,Full-time employment,3.5,75,4.333,73,5,100,4.5,87,1.875,25,4.278,86,4.417,40,7.5,68,3.583,56,4.65,92,4.167,74,0,12,1,55,6,49,9,82,16,49,4,14,-5,21,40,65,66.667,33,75,70,6,58,8,100,3,32,4.75,82,5,100,2.75,55,5,100,6,91,8,100,4,100,0.805,34,0,40,0.164,89,0,36,None,None,60,77,49,74,5.1,65,10,39,8,49,2.667,61,3.231,87,4.167,66,3.933,75,2.833,34,3,96,40,81
Midwest,Female,30-49,"Some college, no degree",White,Yes,Never been married,Other,Once or twice a month,Independent,"Less than $30,000",Moderate,2,Unemployed,1.75,15,4,56,1.111,0,3.2,22,4.75,99,4.389,89,3.75,19,7.583,71,4.25,86,5,100,5,100,2,59,0,26,4,27,4,11,10,12,20,89,-9,9,40,65,83.333,70,25,9,4,39,3,12,33,97,4,40,5,100,4,93,5,100,4,31,4,33,4,100,0.786,22,3002399773949950.5,100,0,52,0.056,44,None,None,20,25,31,22,4.6,35,19,90,53,100,3.5,87,3.692,99,2,7,4.333,92,3.5,73,2,65,20,18
West,Male,50-64,College graduate/some postgrad,Asian,Yes,Married,Protestant,Once a week,Republican,"$50,000-$75,000",Moderate,4,Full-time employment,4.125,92,5,100,4.778,87,4.1,69,1.375,11,2.444,14,9,100,9,100,2.667,19,4.8,97,3,31,3,88,1,55,4,27,6,49,14,35,16,73,-5,21,100,100,100,100,75,70,0,13,8,100,0,12,5,100,5,100,4,93,5,100,4,31,4,33,3,15,0.741,7,None,None,None,None,None,None,None,None,0,13,0,7,5.5,84,9,29,5,38,3,72,3,70,5,100,3.733,63,2.5,18,2,65,0,11
West,Male,30-49,High school graduate,White,Yes,Never been married,Buddhist,Seldom,Republican,"$30,000-$50,000",Conservative,2,Self-employed,1.375,7,3.889,49,3.222,21,3.3,26,2.75,56,2.5,15,5.5,70,6.667,39,4.25,86,2.95,7,2.333,16,0,12,0,26,3,17,5,32,8,4,8,27,-4,23,60,93,50,10,100,100,4,39,6,36,9,60,4,40,3,14,3,65,3.75,50,6,91,5,47,3,15,0.883,95,0.932,44,0.103,81,0.078,51,0.639,29,40,61,22,12,4.2,15,10,39,14,69,2.583,57,2,6,4.167,66,4.067,82,3.5,73,3,96,40,81
South,Male,65+,Postgraduate,White,Yes,Married,Jewish,Never,Democrat,"$50,000-$75,000",Liberal,2,Retired,3.875,87,4.778,92,5,100,4.9,99,1.25,9,4.778,98,6.364,84,6.5,34,3.917,72,4,58,5,100,0,12,1,55,8,82,7,61,16,49,19,87,5,72,0,6,83.333,70,25,9,4,39,8,100,3,32,4.25,52,4.5,83,2.5,45,3.75,50,6,91,2,11,4,100,0.833,61,4428.086,77,0.027,61,0.267,77,None,None,20,25,45,66,5.1,65,12,57,0,9,1.167,8,2.462,27,5,100,2.933,18,2.333,12,3,96,40,81
Midwest,Female,65+,"Some college, no degree",White,Yes,Married,Agnostic,Never,Democrat,"$30,000-$50,000",Moderate,2,Retired,3.5,75,4,56,4.222,62,3.4,31,2.125,32,3.444,50,3.333,10,6.417,31,2.083,5,3.5,26,3.333,40,2,59,0,26,7,64,4,11,13,29,7,23,-17,2,60,93,100,100,75,70,11,93,8,100,3,32,4.75,82,4.75,91,2,25,3.25,29,4,31,5,47,1,2,0.807,35,0,40,0,52,0.233,72,None,None,100,100,97,99,4.5,29,10,39,2,21,1.417,16,1.615,1,4.75,89,2.467,7,1.167,0,2,65,100,100
South,Male,18-29,High school graduate,White,Yes,Never been married,Protestant,A few times a year,Republican,"$75,000-$100,000",Conservative,4,Student,2,22,3.333,22,3.222,21,3,15,3.5,77,2.389,13,5.333,65,6,19,3,30,3.45,23,1.667,7,2,59,3,88,3,17,7,61,15,42,17,78,-3,26,20,10,83.333,70,100,100,4,39,7,53,9,60,4.5,67,3.75,45,3.75,88,4,64,6,91,6,61,4,100,0.881,94,402.756,70,0.033,62,-0.028,25,1.18,80,60,77,25,14,4.5,29,10,39,9,54,2.083,38,2.077,8,2.75,24,3.867,71,3.833,87,3,96,60,97
West,Male,18-29,"Some college, no degree",Other,Yes,Never been married,Atheist,Never,Democrat,"$100,000 or more",Liberal,More than 4,Home-maker,2.375,33,3.111,14,3.889,47,3.1,18,2.875,60,2.333,12,5.417,67,5.333,8,3,30,3.65,35,4,68,1,38,0,26,2,10,5,32,8,4,12,50,-5,21,40,65,83.333,70,100,100,3,31,7,53,0,12,3.5,17,3,14,3.5,81,4.25,74,6,91,7,80,4,100,0.779,19,-0.333,3,0.294,96,-0.178,10,None,None,0,13,0,7,4.1,11,9,29,4,32,1,4,2.538,33,4.667,86,3.067,24,3.167,55,3,96,20,18
Northeast,Male,50-64,"Some college, no degree",White,Yes,Married,Roman Catholic,Once a week,Republican,"$100,000 or more",Conservative,2,Full-time employment,3.625,79,4.444,78,4.444,72,4.3,78,1.75,21,3.5,53,6.333,84,5.917,18,2.833,23,3.35,19,4.167,74,3,88,3,88,4,27,5,32,15,42,17,78,3,55,20,10,83.333,70,100,100,12,97,8,100,1,19,3.75,25,4.25,72,3.5,81,4,64,6,91,7,80,4,100,0.658,1,0.932,44,0.04,65,0.022,39,1.266,83,20,25,25,14,5.1,65,12,57,2,21,2.333,47,2.846,58,3.917,58,3.667,59,2.5,18,2,65,20,18
South,Female,18-29,Postgraduate,Black,Yes,Living with a partner,Orthodox,A few times a year,Republican,"$100,000 or more",Moderate,2,Full-time employment,1.875,18,4.667,87,5,100,3.1,18,1.875,25,3.611,58,6.333,84,8.417,92,4,77,3.8,44,5,100,4,100,0,26,3,17,7,61,14,35,8,27,4,60,0,6,100,100,75,70,12,97,8,100,3,32,5,100,4.25,72,4.5,98,4.75,93,5,57,6,61,3,15,0.897,99,1501199876836558,97,0.022,59,0.522,92,None,None,20,25,49,74,4.3,19,23,100,4,32,2.667,61,3.154,82,4.417,76,3.733,63,3.333,64,2,65,40,81
Northeast,Male,18-29,"Some college, no degree",White,Yes,Never been married,Nothing in particular,Seldom,Democrat,"$100,000 or more",Very liberal,More than 4,Student,2.125,26,3.778,44,2.889,12,1.8,1,2.375,42,3.5,53,4.167,32,7.083,54,2.333,11,3.6,32,3,31,3,88,4,100,7,64,11,100,25,97,3,11,7,79,40,65,100,100,75,70,7,66,5,26,0,12,2.75,4,3.75,45,1.75,17,2.75,15,5,57,8,100,4,100,0.789,23,0,40,0.185,91,0.117,56,0.722,34,60,77,41,43,4.8,47,18,86,1,15,1.5,18,2.692,46,3.333,40,3,21,2.667,26,3,96,40,81
Northeast,Male,50-64,College graduate/some postgrad,White,Yes,Divorced,Protestant,Seldom,Independent,"$75,000-$100,000",Very conservative,4,Retired,3.125,62,4,56,4.333,67,3.8,53,1,4,4.278,86,3.917,24,8,85,3.25,41,4.4,80,1.5,5,4,100,4,100,8,82,9,82,25,97,10,38,5,72,60,93,83.333,70,25,9,3,31,8,100,0,12,3,7,4.25,72,3.25,73,4.25,74,7,100,8,100,4,100,0.833,61,41.841,60,-0.033,13,0.022,39,1.02,68,40,61,45,66,4.4,24,11,48,0,9,1.583,20,2.846,58,4.833,91,3.733,63,3,45,3,96,40,81
South,Female,30-49,College graduate/some postgrad,White,Yes,Divorced,Protestant,A few times a year,Independent,"$75,000-$100,000",Very liberal,3,Full-time employment,2.75,47,3.333,22,3.667,37,4.4,83,3.875,86,3.556,55,4.667,47,6.333,29,4.667,95,4.1,64,4,68,3,88,4,100,9,100,10,92,26,99,4,14,10,90,60,93,83.333,70,100,100,4,39,8,100,39,99,4.5,67,3,14,2.5,45,3.25,29,6,91,7,80,4,100,0.82,48,4.826,52,0.049,68,0.556,94,None,None,0,13,45,66,4.6,35,11,48,42,99,3.083,75,2.615,39,2.333,14,4,79,3.833,87,2,65,40,81
South,Female,18-29,"Some college, no degree",White,Yes,Living with a partner,Other,Once or twice a month,Republican,"$100,000 or more",Conservative,4,Student,1.5,10,3.889,49,4.333,67,3.8,53,4.25,94,3.5,53,5.917,77,6.5,34,2.417,12,3.75,41,3.167,35,2,59,3,88,6,49,7,61,18,63,2,9,-5,21,40,65,83.333,70,100,100,1,18,8,100,15,77,4.25,52,3,14,3,65,3.5,40,4,31,6,61,4,100,0.766,13,0,40,0,52,-0.178,10,None,None,40,61,45,66,5.3,76,20,94,7,45,2.167,41,2.385,22,1.917,5,4.067,82,2.667,26,2,65,40,81
Northeast,Female,65+,High school graduate,Black,Yes,Married,Protestant,Once a week,Democrat,"$50,000-$75,000",Liberal,More than 4,Retired,2.125,26,4.333,73,4,53,2.5,5,1.75,21,2,7,5,57,7.25,59,2.417,12,3,9,2.167,14,0,12,0,26,4,27,4,11,8,4,23,95,-8,10,20,10,83.333,70,75,70,6,58,6,36,10,64,5,100,2.5,5,1.75,17,3.75,50,5,57,1,4,3,15,0.861,85,3002399773949950.5,100,0,52,0.178,66,None,None,40,61,34,31,4.4,24,16,75,14,69,2,33,3.308,91,4.333,72,3.6,54,3,45,3,96,20,18
Midwest,Male,30-49,High school graduate,Black,Yes,Never been married,Agnostic,Never,Something else,"Less than $30,000",Liberal,More than 4,Part-time employment,2.375,33,3.667,38,2.444,4,4.2,74,3.625,79,3,30,6.833,90,6.667,39,4.167,82,4.3,76,2.167,14,1,38,1,55,2,10,4,11,8,4,12,50,-10,8,60,93,66.667,33,50,32,5,48,3,12,22,89,4.25,52,4,60,3.5,81,4,64,3,15,1,4,4,100,0.818,46,4735.523,81,-0.004,20,0.578,94,None,None,40,61,45,66,5,60,12,57,14,69,2.75,64,2.077,8,3,31,3.8,67,2.667,26,1,7,40,81
South,Female,30-49,College graduate/some postgrad,Black,Yes,Married,Other,Never,Independent,"$30,000-$50,000",Moderate,4,Part-time employment,1.375,7,3.444,27,3.222,21,2.6,6,4.25,94,2.444,14,2.25,1,6.917,48,4.083,80,4.45,84,2.333,16,1,38,0,26,4,27,4,11,9,8,-4,3,-5,21,40,65,66.667,33,75,70,1,18,7,53,14,75,4,40,3.25,22,1.75,17,4.25,74,5,57,1,4,4,100,0.771,15,1501199875790165,95,0.042,66,0.083,52,None,None,20,25,49,74,4.3,19,13,62,15,72,1.25,11,2.308,17,4.333,72,3.867,71,3.167,55,2,65,40,81
South,Male,30-49,"Some college, no degree",Hispanic,Yes,Never been married,Other,Never,Republican,"$75,000-$100,000",Very conservative,4,Self-employed,3.75,83,4.111,62,5,100,4.5,87,1.125,7,4.056,79,6.917,90,7.917,82,4.083,80,2.6,2,3.167,35,4,100,4,100,7,64,7,61,22,85,11,43,3,55,40,65,83.333,70,100,100,11,93,8,100,0,12,5,100,4.5,83,3.75,88,5,100,7,100,8,100,4,100,0.679,2,4.826,52,0.131,86,-0.178,10,None,None,40,61,33,29,4.9,53,18,86,3,27,3.167,78,3.308,91,4.75,89,3,21,2.833,34,2,65,40,81
South,Male,30-49,College graduate/some postgrad,White,Yes,Living with a partner,Other,Never,Democrat,"Less than $30,000",Liberal,More than 4,Unemployed,3.625,79,3.444,27,2.556,5,3.1,18,2.875,60,3,30,5.917,77,5.833,16,4.167,82,3,9,3.333,40,1,38,0,26,6,49,6,49,13,29,11,43,12,93,20,10,66.667,33,75,70,9,81,4,19,46,100,4,40,3,14,3,65,3.25,29,2,5,0,1,3,15,0.855,81,14213123723.171,95,-0.019,15,0.506,91,None,None,100,100,0,7,5.1,65,19,90,31,94,3.667,91,3.462,96,2.083,8,3.933,75,3.833,87,1,7,0,11
South,Male,50-64,"Some college, no degree",Black,Yes,Never been married,Nothing in particular,Never,Democrat,"$50,000-$75,000",Liberal,2,Self-employed,1.375,7,4.556,84,3.556,32,4.7,95,2.375,42,3.444,50,5.25,62,6.417,31,4.167,82,3.95,55,3.667,52,2,59,2,71,8,82,5,32,17,56,18,82,0,41,40,65,83.333,70,100,100,8,74,8,100,25,91,4.25,52,3.75,45,3.5,81,4.75,93,7,100,6,61,4,100,0.75,8,44.47,61,0.065,73,-0.017,27,None,None,20,25,33,29,4.3,19,6,5,34,97,3.667,91,3,70,3.5,45,3.933,75,4.167,95,2,65,20,18
